    0.0000     57      1  1.1421882E-02  2.0236096E-02  2.3475971E-03  3.7545683E+00  1.7364053E-04
    0.0000     57      2  1.1421882E-02  2.3531179E-02  2.6165823E-03  4.6279059E+00  3.6938185E-06
    0.0003     57      1  1.1421882E-02  2.0215833E-02  2.3879970E-03  3.6825637E+00  2.3090017E-04
    0.0003     57      2  1.1421882E-02  2.3543008E-02  2.5759875E-03  4.7054288E+00  2.5333296E-06
    0.0006     57      1  1.1421882E-02  2.0166340E-02  2.3483670E-03  3.7236332E+00  1.9637619E-04
    0.0006     57      2  1.1421882E-02  2.3489856E-02  2.5799884E-03  4.6775302E+00  2.9035089E-06
    0.0009     56      1  1.1620962E-02  2.0214374E-02  2.3959553E-03  3.5866329E+00  3.3497542E-04
    0.0009     56      2  1.1620962E-02  2.3547353E-02  2.6249782E-03  4.5434244E+00  5.5347667E-06
    0.0012     56      1  1.1620962E-02  2.0213948E-02  2.3702064E-03  3.6254165E+00  2.8849615E-04
    0.0012     56      2  1.1620962E-02  2.3559295E-02  2.6530389E-03  4.4998710E+00  6.7994709E-06
    0.0015     56      1  1.1620962E-02  2.0192129E-02  2.4000274E-03  3.5712787E+00  3.5524265E-04
    0.0015     56      2  1.1620962E-02  2.3533732E-02  2.6096212E-03  4.5649419E+00  4.9963262E-06
    0.0018     56      1  1.1620962E-02  2.0157344E-02  2.3774829E-03  3.5905125E+00  3.3002836E-04
    0.0018     56      2  1.1620962E-02  2.3529862E-02  2.6261584E-03  4.5347223E+00  5.7679336E-06
    0.0021     55      1  1.1831268E-02  2.0201766E-02  2.4085649E-03  3.4753053E+00  5.1027231E-04
    0.0021     55      2  1.1831268E-02  2.3515483E-02  2.6243236E-03  4.4522769E+00  8.4964502E-06
    0.0024     54      1  1.2041057E-02  2.0194124E-02  2.4268131E-03  3.3595774E+00  7.8061776E-04
    0.0024     54      2  1.2041057E-02  2.3549669E-02  2.6944250E-03  4.2712681E+00  1.9436456E-05
    0.0027     54      1  1.2041057E-02  2.0195691E-02  2.4004975E-03  3.3970597E+00  6.8114104E-04
    0.0027     54      2  1.2041057E-02  2.3535676E-02  2.6433097E-03  4.3485707E+00  1.3702767E-05
    0.0030     54      1  1.2041057E-02  2.0212076E-02  2.4450168E-03  3.3419070E+00  8.3204922E-04
    0.0030     54      2  1.2041057E-02  2.3497876E-02  2.6804459E-03  4.2742212E+00  1.9180658E-05
    0.0033     54      1  1.2041057E-02  2.0172910E-02  2.4208136E-03  3.3591402E+00  7.8185399E-04
    0.0033     54      2  1.2041057E-02  2.3510325E-02  2.6558590E-03  4.3184775E+00  1.5710921E-05
    0.0036     54      1  1.2041057E-02  2.0220836E-02  2.3635255E-03  3.4608381E+00  5.3849659E-04
    0.0036     54      2  1.2041057E-02  2.3485948E-02  2.6775928E-03  4.2743209E+00  1.9172071E-05
